epoch,acc,loss,val_acc,val_loss
0,0.256965944365,1.56590827515,0.296296296296,1.61890464065
1,0.417956656531,1.34141237559,0.469135802469,1.28072776912
2,0.518575851393,1.17330360985,0.493827160494,1.12993513508
3,0.549535603715,1.07082297448,0.469135802469,1.13398682335
